,w1,w2,ground_truth,prediction
1822,sle,sle,1.0,1.0
1823,cycle inspection / second compliance inspection,administrative miscellaneous / reopening inspection,0.0,0.0
1824,extsub,ceamix,0.0,0.0
1825,830,162,0.0,0.0
1826,lebanon,germany,0.0,0.0
1827,aggravated assault,embezzlement,0.0,0.0
1828,sabuj sangha,cacao field renewal,0.0,0.0
1829,semester membership,annual membership (fort worth bike sharing),0.0,0.0
1830,kob,sai,0.0,0.0
1831,ic.frm.bnks.zs,ic.frm.crim.zs,0.0,0.0
1832,"prints ""hello, world!"" once",prints all numbers up to n,0.0,0.0
1833,forestry and logging,construction,0.0,0.0
1834,he,pt,0.0,0.0
1835,rfk stadium,ayresome park,0.0,0.0
1836,global environment project,debt reduction facility,0.0,0.0
1837,mpcno,phhd,0.0,0.0
1838,west virginia,georgia,0.0,0.0
1839,sen,and,0.0,0.0
1840,nginx/1.13.0,yippee-ki-yay,0.0,0.0
1841,monaco,central africa republic,0.0,0.0
1842,crop_and_animal_production_hunting_and_related_service_activities,less_financial_intermediation_services_indirectly_measured_fisim,0.0,0.0
1843,intermission,intermission-second,0.0,0.0
1844,ert-sf,now-is-better-than-never-creativity-for-40yo-nothings,0.0,0.0
1845,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods,public_administration_and_defence_compulsory_social_security,0.0,0.0
1846,funerals,agriculture,0.0,0.0
1847,hardware/software services,audit services,0.0,0.0
1848,crude rate,per capita alcohol consumption,0.0,0.0
1849,france,central african republic,0.0,0.0
1850,28/01/2011,04/02/2011,0.0,0.0
1851,attorney of record,attorney of record,1.0,1.0
1852,"national board of review, usa","directors guild of america, usa",0.0,0.0
1853,food,wholesale,0.0,0.0
1854,r1x1,y11,0.0,0.0
1855,arkansas,hawaii,0.0,0.0
1856,activesalary_avg_est,servicerettenure_avg,0.0,0.0
1857,professional_scientific_and_technical_activities,other_service_activities,0.0,0.0
1858,ontario canada,bermuda,0.0,0.0
1859,jack russell terrier cross,jack russell terrier cross,1.0,1.0
1860,malta,eritrea,0.0,0.0
1861,152,821,0.0,0.0
1862,south dakota,nevada,0.0,0.0
1863,montana,university of california,0.0,0.0
1864,florida,south carolina,0.0,0.0
1865,"equals: value added, gross, at basic prices",administrative and support service activities,0.0,0.0
1866,dancing,sci-fi & fantasy,0.0,0.0
1867,"peace officer standards and training, commission on","alcohol and drug programs, department of",0.0,0.0
1868,united arab emirates,hong kong,0.0,0.0
1869,restaurant,furniture making,0.0,0.0
1870,bonnezeaux,southern highlands,0.0,0.0
1871,utah,ohio,0.0,0.0
1872,missense_variant&splice_region_variant,splice_region_variant&5_prime_utr_variant,0.0,0.0
1873,president,president,1.0,1.0
1874,haiti,denmark,0.0,0.0
1875,19/03/2010,26/02/2010,0.0,0.0
1876,871,152,0.0,0.0
1877,mcar,lake,0.0,0.0
1878,approval,closed,0.0,0.0
1879,obstructing the field,run out,0.0,0.0
1880,snowshoe,birman,0.0,0.0
1881,03/09/2010,24/09/2010,0.0,0.0
1882,flatcoated retriever,flat-coated retriever,1.0,1.0
1883,foster-powell,w portland park,0.0,0.0
1884,brazil,saint vincent and the grenadines,0.0,0.0
1885,25/11/2011,01/07/2011,0.0,0.0
1886,wyoming,district of columbia,0.0,0.0
1887,urban,track,0.0,0.0
1888,tannat-cabernet,durif,0.0,0.0
1889,principal,principal,1.0,1.0
1890,motor vehicle theft,larceny,0.0,0.0
1891,zorkas-contemporary-art-lovers,arts-deals-in-nyc,0.0,0.0
1892,tcd,uzb,0.0,0.0
1893,new mexico,nm,1.0,0.0
1894,duii,weapons,0.0,0.0
1895,lithuania,kuwait,0.0,0.0
1896,shay,ucty,0.0,0.0
1897,ca-mb ca-sb mbe wbe,ca-dvbe ca-mb ca-sb dvbe,0.0,0.0
1898,washington,colorado,0.0,0.0
1899,hosfrd-abrnethy,bridgeton,0.0,0.0
1900,tr,sl,0.0,0.0
1901,110,300,0.0,0.0
1902,tokaji,tokaj,1.0,1.0
1903,other,doctorate,0.0,0.0
1904,nsch,"birth certificate, nvss",0.0,0.0
1905,09/09/2011,06/08/2010,0.0,0.0
1906,asian,native hawaiian or other pacific islander,0.0,0.0
1907,intron_variant,frameshift_variant&stop_retained_variant,0.0,0.0
1908,rand,rand,1.0,1.0
1909,embezzlement,trespass,0.0,0.0
1910,ohio,south dakota,0.0,0.0
1911,gin,cod,0.0,0.0
1912,ovc,ckd,0.0,0.0
1913,metals and mineralsmanufacturing - other,metals and minerals; manufacturing - other,1.0,1.0
1914,1999 nlg euro / euro,1999 nlg euro / euro,1.0,1.0
1915,healthcare services staffing/employment agencies computer/it services,healthcare servicesstaffing/employment agenciescomputer/it services,1.0,1.0
1916,moreland city council,manningham city council,0.0,0.0
1917,algeria,china pr,0.0,0.0
1918,owner,owner,1.0,1.0
1919,sm,es,0.0,0.0
1920,montana,mt,1.0,0.0
1921,healthcare servicesstaffing/employment agenciescomputer/it services,healthcare services staffing/employment agencies computer/it services,1.0,1.0
1922,gresham - powell valley,university park,0.0,0.0
1923,b.5*g,d.2 - d.3,0.0,0.0
1924,pataca,pataca,1.0,1.0
1925,04o,02g,0.0,0.0
1926,au,nz,0.0,0.0
1927,washington,alabama,0.0,0.0
1928,black/orange,orange/black,1.0,1.0
1929,sale,102,0.0,0.0
1930,gabon,zimbabwe,0.0,0.0
1931,ma,massachusetts,1.0,1.0
1932,lmc,nzl,0.0,0.0
1933,"includes real estate activities; professional, scientific and technical activities; and administrative and support service activities.",at factor cost.,0.0,0.0
1934,bullmastiff x,bull mastiff x,1.0,1.0
1935,thailand,timor-leste,0.0,0.0
1936,11,24,0.0,0.0
1937,e_217,e_ir,0.0,0.0
1938,mdg,mdg,1.0,1.0
1939,st,dv,0.0,0.0
1940,duii,vandalism,0.0,0.0
1941,public_administration_and_defence_education_human_health_and_social_work_activities,wholesale_and_retail_trade_transportation_and_storage_accommodation_and_food_service_activities,0.0,0.0
1942,ashcreek,downtown,0.0,0.0
1943,"associate, gibney, anthony & flaherty llp","associate, gibney, anthony & flaherty, llp",1.0,1.0
1944,rhode island,ri,1.0,0.0
1945,y02,r1y2,0.0,0.0
1946,maryland,arkansas,0.0,0.0
1947,21,48,0.0,0.0
1948,mexican grand prix,pacific grand prix,0.0,0.0
1949,shareholder/attorney,shareholder / attorney,1.0,0.0
1950,nerello mascalese,viognier-valdiguié,0.0,0.0
1951,northern mariana islands,mp,1.0,1.0
1952,bulgaria,republic of korea,0.0,0.0
1953,md,ut,0.0,0.0
1954,550,161,0.0,0.0
1955,nzl,bmu,0.0,0.0
1956,014,040i,0.0,0.0
1957,hp5,hp3,0.0,0.0
1958,preparer,preparer,1.0,1.0
1959,sc,wi,0.0,0.0
1960,va,virginia,1.0,0.0
1961,590,560,0.0,0.0
1962,vgb,tto,0.0,0.0
1963,estonian kroon,estonian kroon,1.0,1.0
1964,russian rouble,russian ruble,1.0,1.0
1965,kiribati,british virgin islands,0.0,0.0
1966,netherlands,austria,0.0,0.0
1967,buckman-east,china/old town,0.0,0.0
1968,"services,  others","works, installation",0.0,0.0
1969,e,g,0.0,0.0
1970,cream & brown,cream/brown,1.0,1.0
1971,96931-7350,00851-2766,0.0,0.0
1972,austria,estonia,0.0,0.0
1973,mattress,sweeping,0.0,0.0
1974,sustainable solar service package,organic conversion,0.0,0.0
1975,frameshift_variant&start_lost&start_retained_variant,stop_gained,0.0,0.0
1976,r2z2,w03,0.0,0.0
1977,third party,employee,0.0,0.0
1978,bosnia and herzegovina,gabon,0.0,0.0
1979,uzbekistan,venezuela,0.0,0.0
1980,x06,z12,0.0,0.0
1981,irregular,weekly,0.0,0.0
1982,california,oregon,0.0,0.0
1983,jm,az,0.0,0.0
1984,chicago ridge,new york,0.0,0.0
1985,connecticut,alameda county,0.0,0.0
1986,russian,indonesian,0.0,0.0
1987,healy heights,far southwest,0.0,0.0
1988,mdg,mdg,1.0,1.0
1989,eq,gh,0.0,0.0
1990,nld,grd,0.0,0.0
1991,982,741,0.0,0.0
1992,trespass,gambling,0.0,0.0
1993,ssan,glen,0.0,0.0
1994,trans fat / compliance inspection,cycle inspection / re-inspection,0.0,0.0
1995,isola dei nuraghi,alto adige terlano,0.0,0.0
1996,napa-mendocino-sonoma-marin,el dorado,0.0,0.0
1997,ny,new york,1.0,0.0
1998,fire,grass,0.0,0.0
1999,flying,ice,0.0,0.0
2000,sn.itk.vita.zs,iq.wef.cust.xq,0.0,0.0
2001,"19,20","1,9",0.0,0.0
2002,il,la,0.0,0.0
2003,total value added,construction (isic f),0.0,0.0
2004,dalmatian,dalmation,1.0,0.0
2005,economic_affairs,public_order_and_safety,0.0,0.0
2006,live plant and animal material and accessories and supplies,mining and well drilling machinery and accessories,0.0,0.0
2007,calorie posting / compliance inspection,pre-permit (operational) / compliance inspection,0.0,0.0
2008,29,"4,11,14",0.0,0.0
2009,seychelles,cayman islands,0.0,0.0
2010,online,mailedin,0.0,0.0
2011,ct,ar,0.0,0.0
2012,00912-0000,00623-0754,0.0,0.0
2013,riley county,penobscot county,0.0,0.0
2014,sémillon,malvoisie,0.0,0.0
2015,dubl,bayf,0.0,0.0
2016,case manager/paralegal,case manager/paralegal,1.0,1.0
2017,pharaoh hound,pharoah hound,1.0,1.0
2018,appeal,cancelled,0.0,0.0
2019,me,maine,1.0,0.0
2020,sabin,parkrose,0.0,0.0
2021,in,mo,0.0,0.0
2022,q22langprofswift,q29framelovebackbonedotjs,0.0,0.0
2023,international online cinema awards (inoca),"golden camera, germany",0.0,0.0
2024,310,wi,0.0,0.0
2025,spiritual awareness,spiritual awareness and spiritual awareness events,1.0,1.0
2026,social work professionals,"metal melters, caster and rolling mill operators",0.0,0.0
2027,tcd,mng,0.0,0.0
2028,virginia,oregon,0.0,0.0
2029,961,300,0.0,0.0
2030,lake,sfia,0.0,0.0
2031,203,730,0.0,0.0
2032,fashion & beauty,health & wellbeing,0.0,0.0
2033,pennsylvania,pa,1.0,0.0
2034,maryland,district of columbia,0.0,0.0
2035,ki,si,0.0,0.0
2036,pk,hy,0.0,0.0
2037,direct_use_of_geothermal_heat,aviation_gasoline,0.0,0.0
2038,dv,st,0.0,0.0
2039,africa,latin america and caribbean,0.0,0.0
2040,bahamas,switzerland,0.0,0.0
2041,washington,louisiana,0.0,0.0
2042,520,841,0.0,0.0
2043,15i,10h,0.0,0.0
2044,changes in inventories,gross fixed capital formation (including acquisitions less disposals of valuables),0.0,0.0
2045,"income survey (is), 2014","labor force survey (lfs), 2010",0.0,0.0
2046,trans fat / re-inspection,cycle inspection / initial inspection,0.0,0.0
2047,ca-mb ca-sb ca-sbe wbe,ca-sb dbe sb wbe,0.0,0.0
2048,acs 5-year estimates,statewide central cancer registries,0.0,0.0
2049,gl3,670,0.0,0.0
2050,16,1,0.0,0.0
2051,pan,pan,1.0,1.0
2052,linnton,gresham - kelly creek,0.0,0.0
2053,mt,nv,0.0,0.0
2054,barbera,fumé blanc,0.0,0.0
2055,chronic obstructive pulmonary disease,chronic kidney disease,0.0,0.0
2056,institution-based personal care workers,other health professionals (except nursing),0.0,0.0
2057,mlbr,cols,0.0,0.0
2058,intermission-third,intermission-second,0.0,0.0
2059,zimbabwe,23,0.0,0.0
2060,data for this year refers to preliminary data.,data excludes kosovo and metohia effective january 1999.,0.0,0.0
2061,laurelhurst,madison south,0.0,0.0
2062,larceny,sex offenses,0.0,0.0
2063,sports & recreation,book clubs,0.0,0.0
2064,japan,lebanon,0.0,0.0
2065,q29framelovepyramid,q22langprofgo,0.0,0.0
2066,"2,5","1,9",0.0,0.0
2067,pctbnd,105,0.0,0.0
2068,guyana,somalia,0.0,0.0
2069,nepal,bahrain,0.0,0.0
2070,kansas,nebraska,0.0,0.0
2071,hi,va,0.0,0.0
2072,esq.,esquire,1.0,0.0
2073,case manager/paralegal,case manager/paralegal,1.0,1.0
2074,shay,ashb,0.0,0.0
2075,12,zanzibar,0.0,0.0
2076,south asia,middle east & north africa,0.0,0.0
2077,08c,03g,0.0,0.0
2078,ensemble,english horn,0.0,0.0
2079,oth,subcomp,0.0,0.0
2080,antigua and barbuda,bosnia and herzegovina,0.0,0.0
2081,00733-4134,00765-4005,0.0,0.0
2082,consultant,consultant,1.0,1.0
2083,korean,portuguese,0.0,0.0
2084,other operational services,"services, operational admin.",0.0,0.0
2085,layer 2 up,repositioning,0.0,0.0
2086,namibia,equatorial guinea,0.0,0.0
2087,financial_corporations_survey_banking_survey_liabilities_included_in_definition_of_money,financial_corporations_survey_banking_survey_domestic_credit,0.0,0.0
2088,dubl,pitt,0.0,0.0
2089,zmb,zmb,1.0,1.0
2090,warrick county,leavenworth county,0.0,0.0
2091,antão vaz,mansois,0.0,0.0
2092,category 2,category 2,0.0,1.0
2093,labrador retriever cross,labrador retriever cross,1.0,1.0
2094,côte d'ivoire,togo,0.0,0.0
2095,i-abbreviation,b-family,0.0,0.0
2096,senior paralegal,senior paralegal,1.0,1.0
2097,mexican,german,0.0,0.0
2098,"boston, ma 94501","boston, ma",1.0,1.0
2099,chicago ridge,new york,0.0,0.0
2100,red & white,red/white,1.0,1.0
2101,308,008b,0.0,0.0
2102,tanzania,fragile and conflict affected situations,0.0,0.0
2103,kosovo,peru,0.0,0.0
2104,882,821,0.0,0.0
2105,hollywood,pleasant valley,0.0,0.0
2106,lake,lakes,1.0,1.0
2107,silver/white,silver & white,1.0,1.0
2108,plza,lafy,0.0,0.0
2109,unilateral document,agreement with subsequent status,0.0,0.0
2110,506,198,0.0,0.0
2111,curly coat retriever,curly coated retriever,1.0,1.0
2112,jamaica,"congo, democratic republic of",0.0,0.0
2113,prerecorded voice,live voice,0.0,0.0
2114,open,open,1.0,1.0
2115,or,wa,0.0,0.0
2116,vgb,gum,0.0,0.0
2117,stolen property,kidnap,0.0,0.0
2118,russia,costa rica,0.0,0.0
2119,offices of other health practitioners,fabricated metal product manufacturing,0.0,0.0
2120,crstn-kenilwth,st johns,0.0,0.0
2121,role-playing-games-rpgs,roleplaying-games-rpgs,1.0,1.0
2122,assistant - hr,assitant - hr,1.0,1.0
2123,e_inpat,e_d319,0.0,0.0
2124,word processor and related operators,fruit tree farmers,0.0,0.0
2125,uruguay,ethiopia,0.0,0.0
2126,eritrea/sudan,indonesia/aceh,0.0,0.0
2127,sek,hkd,0.0,0.0
2128,switzerland,bahamas,0.0,0.0
2129,primetime emmy,winsor mccay award,0.0,0.0
2130,2,355,0.0,0.0
2131,yard trimming,bagged litter,0.0,0.0
2132,devon rex,ragdoll,0.0,0.0
2133,communication,miscellaneous_goods_and_services,0.0,0.0
2134,pe,te,0.0,0.0
2135,immigration counsel,immigration counsel,1.0,1.0
2136,ca-sbe cdvbe mbe mosb sb sbasdb sdvosb wbe wosb,ca-dvbe ca-mb ca-sb ca-sbe cdvbe dbe mbe mosb sb sdvosb,0.0,1.0
2137,immigration shareholder,immigration shareholder,1.0,1.0
2138,french,british,0.0,0.0
2139,switzerland,france,0.0,0.0
2140,chocolate & white,chocolate/white,1.0,1.0
2141,walking,laying,0.0,0.0
2142,estonian kroon,estonian kroon,1.0,1.0
2143,"85,124","23,24",0.0,0.0
2144,downtown,beaverton sexton mtn,0.0,0.0
2145,24,741,0.0,0.0
2146,neapolitan mastiff x,neopolitan mastiff x,1.0,1.0
2147,morocco/(western sahara),south sudan/sudan/darfur,0.0,0.0
2148,jaipur,delhi,0.0,0.0
2149,alaska,vermont,0.0,0.0
2150,guam,gu,1.0,0.0
2151,xof,uah,0.0,0.0
2152,"fragomen, del rey, bernsen & loewy, llp","fragomen, del rey, bersen & loewy llp",1.0,1.0
2153,mt,hi,0.0,0.0
2154,"real estate, department of",ca commission on disability access,0.0,0.0
2155,switzerland,argentina,0.0,0.0
2156,agent on behalf of altra consulting services llc,agent on behalf of altra consulting services llc.,1.0,1.0
2157,muscat blanc,ugni blanc-colombard,0.0,0.0
2158,europe & central asia,north america,0.0,0.0
2159,east africa,indonesia,0.0,0.0
2160,05/10/2012,04/03/2011,0.0,0.0
2161,cols,24th,0.0,0.0
2162,seychelles,bolivia,0.0,0.0
2163,gresham - north gresham,argay,0.0,0.0
2164,n,y,0.0,0.0
2165,sh.anm.chld.zs,sh.anm.chld.zs,1.0,1.0
2166,estonia,st vincent,0.0,0.0
2167,gaita [galician bagpipes],viola,0.0,0.0
2168,local_09,local_07,0.0,0.0
2169,00766-6004,00681-0142,0.0,0.0
2170,montana,delaware,0.0,0.0
2171,runaway,liquor laws,0.0,0.0
2172,morphol. examin.; id tentative,morphol. examin.; id tentative,1.0,1.0
2173,artisan,agriculture,0.0,0.0
2174,dnipropetrovs'k,austin,0.0,0.0
2175,finance,it,0.0,0.0
2176,pv of total normal cost,employer contributions,0.0,0.0
2177,ga,pa,0.0,0.0
2178,ghana,democratic republic of congo,0.0,0.0
2179,legal services,services are specifically exempt by statute,0.0,0.0
2180,la,louisiana,1.0,0.0
2181,corporate immigration attorney,corp. secretary,1.0,0.0
2182,mining and quarrying,plus: statistical discrepancy,0.0,0.0
2183,ta,lb,0.0,0.0
2184,neopolitan mastiff x,neapolitan mastiff x,1.0,1.0
2185,argentina,greece,0.0,0.0
2186,denver b-cycle founder,walk up,0.0,0.0
2187,nz,ir,0.0,0.0
2188,00954-9903,00772-0000,0.0,0.0
2189,ax,tt,0.0,0.0
2190,plus_taxes_on_products,water_supply_sewerage_waste_management_and_remediation_activities,0.0,0.0
2191,ca-dvbe ca-mb ca-sb cdvbe sdvosb,ca-sb ca-sbe mbe sb wbe,0.0,0.0
2192,west virginia,wv,1.0,0.0
2193,"mining, manufacturing, utilities (isic c-e)","agriculture, hunting, forestry, fishing (isic a-b)",0.0,0.0
2194,costa rica,suriname,0.0,0.0
2195,advanced mfg,educational services,0.0,0.0
2196,centurion,nagpur,0.0,0.0
2197,rape,runaway,0.0,0.0
2198,"6,25",44,0.0,0.0
2199,housing,social_protection,0.0,0.0
2200,nd,north dakota,1.0,0.0
2201,cha,wur,0.0,0.0
2202,obrien,o'brien,1.0,0.0
2203,"milwaukee, wi 53224","milwaukee, wi",1.0,1.0
2204,s15,p04,0.0,0.0
2205,520,901,0.0,0.0
2206,dragon,fire,0.0,0.0
2207,italy,malaysia,0.0,0.0
2208,pl,5e,0.0,0.0
2209,"1,9","2,5",0.0,0.0
2210,cdc children's food environment state indicator report,prams,0.0,0.0
2211,"attorney, kramer & alfano, p.c.","attorney, kramer & alfano, p.c.",1.0,1.0
2212,2,0,0.0,0.0
2213,telecommunications servicesadvertising and pr servicesbusiness services - other,telecommunications services advertising and pr services business services - other,1.0,1.0
2214,nevada,nv,1.0,0.0
2215,country_01,country_03,0.0,0.0
2216,gambia,honduras,0.0,0.0
2217,park theater,park theatre,1.0,1.0
2218,excel sheet,arc fye (check),0.0,0.0
2219,health & wellbeing,fashion & beauty,0.0,0.0
2220,côte d'ivoire,bermuda,0.0,0.0
2221,equatorial guinea,namibia,0.0,0.0
2222,"natural resources agency, california","teacher credentialing, commission on",0.0,0.0
2223,malvoisie,sémillon,0.0,0.0
2224,453,400,0.0,0.0
2225,state,national immunization survey,0.0,0.0
2226,mng,sur,0.0,0.0
2227,glen,phil,0.0,0.0
2228,sumner,hillside,0.0,0.0
2229,women-business-networking,womens-business-networking,1.0,1.0
2230,musikverein,music hall,1.0,0.0
2231,pi,iq,0.0,0.0
2232,mg,bm,0.0,0.0
2233,north carolina,nc,1.0,0.0
2234,burkina faso,rwanda,0.0,0.0
2235,white swiss shepard,white swiss shepherd,1.0,1.0
2236,less_taxes_less_subsidies_on_production_and_imports_to_the_rest_of_the_world,less_current_transfers_to_the_rest_of_the_world,0.0,0.0
2237,nigeria,india,0.0,0.0
2238,nm,new mexico,1.0,0.0
2239,de,delaware,1.0,1.0
2240,china/old town,woodstock,0.0,0.0
2241,griffon bruxellois x,griffin bruxellois x,1.0,1.0
2242,disabled entrepreneurs,youth entrepreneurship,0.0,0.0
2243,ohio,oh,1.0,0.0
2244,principal engineer,level 1 developer (junior),0.0,0.0
2245,gross_domestic_product,equals_saving_net,0.0,0.0
2246,"silk-screen, block and textile printers",pharmaceutical and toiletry products machine operators,0.0,0.0
2247,bdi,bdi,1.0,1.0
2248,postharvest crop activities (except cotton ginning),other community housing services,0.0,0.0
2249,athens,egham,0.0,0.0
2250,less: subsidies on products,other service activities,0.0,0.0
2251,armenia,10,0.0,0.0
2252,ouguiyas,ouguiya,1.0,1.0
2253,cacao field renewal,sabuj sangha,0.0,0.0
2254,670,gl3,0.0,0.0
2255,attorney and principal,attorney and counselor,1.0,0.0
2256,anderson county,missoula county,0.0,0.0
2257,sweden,england,0.0,0.0
2258,heptu web server,mw2171.codfw.wmnet,0.0,0.0
2259,cad,gbp,0.0,0.0
2260,jazz quintet,electric 6-string bass guitar,0.0,0.0
2261,"6,28",3,0.0,0.0
2262,former sudan,antigua and barbuda,0.0,0.0
2263,bmu;fra,bmu;jey,0.0,0.0
2264,networking equipment,multiutilities,0.0,0.0
2265,managing partner,managing partner,1.0,1.0
2266,swedish,american-italian,0.0,0.0
2267,senior attorney,sr. attorney,1.0,0.0
2268,mozambique,azerbaijan,0.0,0.0
2269,science-technology,science-and-technology,1.0,1.0
2270,suborder,family,0.0,0.0
2271,"6,137","8,14",0.0,0.0
2272,luxembourg,portugal,0.0,0.0
2273,malaysian,brazilian,0.0,0.0
2274,hpc,sdn,0.0,0.0
2275,fl,ny,0.0,0.0
2276,872,wl1,0.0,0.0
2277,curfew,prostitution,0.0,0.0
2278,wyoming,new mexico,0.0,0.0
2279,nevada,new hampshire,0.0,0.0
2280,turkmenistan,sudan,0.0,0.0
2281,other_service_activities_s,wholesale_and_retail_trade_repair_of_motor_vehicles_and_motorcycles_g,0.0,0.0
2282,hobbies & crafts,fitness,0.0,0.0
2283,black-girls-read-book-club,axis-bni,0.0,0.0
2284,audio engineer,marionettes,0.0,0.0
2285,mp,pw,0.0,0.0
2286,orin,conc,0.0,0.0
2287,"san francisco, ca","san francisco ca, ca 94107",1.0,1.0
2288,col,col,1.0,1.0
2289,hotdogs,hawaiian,0.0,0.0
2290,wilkes,beaverton - west slope,0.0,0.0
2291,bg,ni,0.0,0.0
2292,guam,senegal,0.0,0.0
2293,aud,nzd,0.0,0.0
2294,arson,fraud,0.0,0.0
2295,ct,so,0.0,0.0
2296,colorado,oregon,0.0,0.0
2297,sylvan-highlnds,concordia,0.0,0.0
2298,2,saint kitts and nevis,0.0,0.0
2299,wy,ky,0.0,0.0
2300,domestic shorthair/manx,domestic shorthair/domestic shorthair,0.0,0.0
2301,la,tn,0.0,0.0
2302,"public administration and defence, education, human health and social work activities",wholesale and retail trade; repair of motor vehicles and motorcycles,0.0,0.0
2303,trans fat / limited inspection,administrative miscellaneous / compliance inspection,0.0,0.0
2304,zimbabwe,eritrea,0.0,0.0
2305,nh,sd,0.0,0.0
2306,guinea,burundi,0.0,0.0
2307,bulgaria,algeria,0.0,0.0
2308,mexico,c�te d'ivoire,0.0,0.0
2309,3,23,0.0,0.0
2310,dem rep of congo,chalan pago,0.0,0.0
2311,nevada,new hampshire,0.0,0.0
2312,lsl,ugx,0.0,0.0
2313,korinthia,lakonia,0.0,0.0
2314,560,711,0.0,0.0
2315,ast,rph,0.0,0.0
2316,russian hill,lakeshore,0.0,0.0
2317,tokaj,tokaji,1.0,1.0
2318,nj,al,0.0,0.0
2319,1,3,0.0,0.0
2320,nh,ri,0.0,0.0
2321,arizona,dallas,0.0,0.0
2322,colombia,luxembourg,0.0,0.0
2323,exports of goods and services,general government final consumption expenditure,0.0,0.0
2324,montpellier,nuremberg,0.0,0.0
2325,united kingdom,sierra leone,0.0,0.0
2326,gtm,gtm,1.0,1.0
2327,layer 1 down,layer 3 down,0.0,1.0
2328,"nvss, mortality",infousa; usda,0.0,0.0
2329,corporate counsel,corporate counsel,1.0,1.0
2330,plan covers state employees,plan covers local employees,0.0,0.0
2331,florida,louisiana,0.0,0.0
2332,hawaii,hi,1.0,0.0
2333,exports_of_goods_and_services,exports_of_services,0.0,0.0
2334,lake,wcrk,0.0,0.0
2335,china/old town,e columbia,0.0,0.0
2336,"10,21,61,62","32,40",0.0,0.0
2337,budapest,geneva,0.0,0.0
2338,lebanon,uganda,0.0,0.0
2339,education,furnishings_household_equipment_and_routine_maintenance_of_the_house,0.0,0.0
2340,nicaragua,dominican republic,0.0,0.0
2341,gum,vgb,0.0,0.0
2342,emergency,phone,0.0,0.0
2343,rivesaltes rosé,gavi di gavi,0.0,0.0
2344,missouri,alaska,0.0,0.0
2345,union trans./prof. services,union trans./prof. services,1.0,1.0
2346,b-abbreviation,i-systematic,0.0,0.0
2347,gresham - northwest gresh,hosfrd-abrnethy,0.0,0.0
2348,delia nivolelli,mercurey,0.0,0.0
2349,interference,indecency,0.0,0.0
2350,buckman-west,gresham - downtown,0.0,0.0
2351,y11,x12,0.0,0.0
2352,city,town,0.0,0.0
2353,mi,md,0.0,0.0
2354,periodical publishers,apparel knitting mills,0.0,0.0
2355,"forestry, logging and related service activities","ngos and un peacekeeping operations.""",0.0,0.0
2356,hayden island,hayhurst,0.0,0.0
2357,orh,mth,0.0,0.0
2358,sex offenses,larceny,0.0,0.0
2359,"eden prairie, mn 55344","eden prairie, mn",1.0,1.0
2360,indonesia/portugal/(east timor),nigeria/southern kaduna,0.0,0.0
2361,kzc,lcp,0.0,0.0
2362,local_09,local_12,0.0,0.0
2363,vn,my,0.0,0.0
2364,doctorate,other,0.0,0.0
2365,biotechnology/pharmaceuticals;medical devices and supplies,biotechnology/pharmaceuticalsmedical devices and supplies,1.0,1.0
2366,côte d'ivoire,argentina,0.0,0.0
2367,tanzania - mainland,27,0.0,0.0
2368,rías baixas,mâcon-prissé,0.0,0.0
2369,16b,10b,0.0,0.0
2370,senior counsel,sr. counsel,1.0,0.0
2371,cfa franc,cfa franc,1.0,1.0
2372,680,351,0.0,0.0
2373,912,822,0.0,0.0
2374,tur,mex,0.0,0.0
2375,cf,td,0.0,0.0
2376,cape verde,niger,0.0,0.0
2377,en,pt,0.0,0.0
2378,per,mas,0.0,0.0
2379,azerbaijan,cote d'ivoire,0.0,0.0
2380,királyleányka,kallmet,0.0,0.0
2381,white/blue,blue/white,1.0,1.0
2382,belize,iraq,0.0,0.0
2383,ks,kansas,1.0,0.0
2384,okayama,monza,0.0,0.0
2385,mill park,argay,0.0,0.0
2386,duii,stolen property,0.0,0.0
2387,malawi,burkina faso,0.0,0.0
2388,asl-sign-languages,asl,1.0,0.0
2389,manufacturing - othermedical devices and supplies,manufacturing - other; medical devices and supplies,1.0,1.0
2390,nad,amd,0.0,0.0
2391,splice_donor_variant&coding_sequence_variant&intron_variant,stop_gained&inframe_insertion,0.0,0.0
2392,hr-and-tech-sf,zorkasphotobeginners,0.0,0.0
2393,nio,wst,0.0,0.0
2394,cy.de,nm,0.0,0.0
2395,or,tx,0.0,0.0
2396,ethiopia,former netherlands antilles,0.0,0.0
2397,pacific heights,nob hill,0.0,0.0
2398,partner/lead engagement attorney,partner/lead engagement attorney,1.0,1.0
2399,11,spain,0.0,0.0
2400,austria,comoros,0.0,0.0
2401,final_consumption_expenditure,imports_of_goods_and_services,0.0,0.0
2402,ch,pg,0.0,0.0
2403,hayw,frmt,0.0,0.0
2404,geo,geo,1.0,1.0
2405,arts & culture,food & drink,0.0,0.0
2406,lesotho,brazil,0.0,0.0
2407,me,nj,0.0,0.0
2408,slovak koruna,slovak koruna,1.0,1.0
2409,in house counsel,in house counsel for employer,1.0,0.0
2410,tokyo international film festival,"cinema bloggers awards, portugal",0.0,0.0
2411,nebraska,georgia,0.0,0.0
2412,layer 3 up,layer 1 up,0.0,0.0
2413,germany,mongolia,0.0,0.0
2414,kansas,ks,1.0,0.0
2415,catch record,specimen,0.0,0.0
