,w1,w2,ground_truth,prediction
1843,mpcwi,d210,0.0,0.0
1844,excelsior,mission bay,0.0,0.0
1845,vut,swe,0.0,0.0
1846,masonry contractors,"dry, condensed, and evaporated dairy product manufacturing",0.0,0.0
1847,ut,pa,0.0,0.0
1848,r3x1,z16a,0.0,0.0
1849,south carolina,california,0.0,0.0
1850,the kennedy center honors,"academy of science fiction, fantasy & horror films, usa",0.0,0.0
1851,wdub,mont,0.0,0.0
1852,east london,visakhapatnam,0.0,0.0
1853,al,nj,0.0,0.0
1854,a1050000006tkek,a1050000000wfdb,0.0,0.0
1855,ifc,src,0.0,0.0
1856,oregon,florida,0.0,0.0
1857,saudi arabia,cambodia,0.0,0.0
1858,"priority survey (ps), 2013","labor force survey (lfs), 2010",0.0,0.0
1859,sunderland,rose city park,0.0,0.0
1860,services are specifically exempt by statute,interagency agreements,0.0,0.0
1861,montana,south dakota,0.0,0.0
1862,plan covers state employees,plan covers teachers,0.0,0.0
1863,fiji,bolivia (plurinational state of),0.0,0.0
1864,tx,texas,1.0,0.0
1865,lifting truck operators,choreographers and dancers,0.0,0.0
1866,"1,82","6,62,124",0.0,0.0
1867,russian ruble,russian rouble,1.0,1.0
1868,british virgin islands,16,0.0,0.0
1869,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods_hotels_and_restaurants,hotels_and_restaurants,0.0,0.0
1870,m02,n04,0.0,0.0
1871,others,"shared, faucet, community water system",0.0,0.0
1872,malawi,saint martin,0.0,0.0
1873,nevada,rhode island,0.0,0.0
1874,germany fr,netherlands,0.0,0.0
1875,lux,vir,0.0,0.0
1876,vgb;lbn,cym;hnd,0.0,0.0
1877,wholesale_and_retail_trade_transportation_and_storage_accommodation_and_food_service_activities,public_administration_and_defence_education_human_health_and_social_work_activities,0.0,0.0
1878,wdub,civc,0.0,0.0
1879,blue cream,apricot,0.0,0.0
1880,tn,fl,0.0,0.0
1881,151,610,0.0,0.0
1882,968,71,0.0,0.0
1883,pre-permit (operational) / reopening inspection,inter-agency task force / initial inspection,0.0,0.0
1884,oita,reims,0.0,0.0
1885,puerto rico,pr,1.0,0.0
1886,associate council,associate counsel,1.0,1.0
1887,retail reits,fertilizers & agricultural chemicals,0.0,0.0
1888,egypt,turkey,0.0,0.0
1889,arizona,california,0.0,0.0
1890,wsm,che,0.0,0.0
1891,"nvss, mortality",wfrs,0.0,0.0
1892,romania,israel,0.0,0.0
1893,yellow & white,white/yellow,1.0,1.0
1894,tennessee,hawaii,0.0,0.0
1895,x16a,z13,0.0,0.0
1896,"the chugh firm, apc",the chugh firm,1.0,1.0
1897,ak,ca,0.0,0.0
1898,garnacha blanca,mtsvane,0.0,0.0
1899,sunnyside,cathedral park,0.0,0.0
1900,sciaccerellu,maria gomes-bical,0.0,0.0
1901,member,member,1.0,1.0
1902,lao people's democratic republic,benin,0.0,0.0
1903,waipara,waipara valley,1.0,0.0
1904,spiritualism,spirituality,1.0,1.0
1905,household consumption expenditure (including non-profit institutions serving households),general government final consumption expenditure,0.0,0.0
1906,850,1,0.0,0.0
1907,castran,castran,1.0,1.0
1908,ic.frm.trng.zs,iq.wef.port.xq,0.0,0.0
1909,reims,rouen,0.0,0.0
1910,ckd1_0,ovc3_2,0.0,0.0
1911,liechtenstein,bahrain,0.0,0.0
1912,orpheum theatre,orpheus hall,1.0,1.0
1913,south sudan,china,0.0,0.0
1914,orh4_2,alc4_0,0.0,0.0
1915,hi,wa,0.0,0.0
1916,26/04/2013,18/06/2010,0.0,0.0
1917,pataca,pataca,1.0,1.0
1918,w portland park,eliot,0.0,0.0
1919,pr,la,0.0,0.0
1920,malawi,haiti,0.0,0.0
1921,adelaide,adelaide,1.0,1.0
1922,tanzania,bulgaria,0.0,0.0
1923,maine,me,1.0,0.0
1924,116,800,0.0,0.0
1925,q23framestruts,q21corecompdebugging,0.0,0.0
1926,washington,indiana,0.0,0.0
1927,rhode island,idaho,0.0,0.0
1928,hotels and restaurants,"financial intermediation; real estate, renting and business activities",0.0,0.0
1929,mexican,dutch,0.0,0.0
1930,high school,none,0.0,0.0
1931,western europe,eastern asia,0.0,0.0
1932,saint vincent and the grenadines,sao tome and principe,0.0,0.0
1933,whitehorse city council,moonee valley city council,0.0,0.0
1934,wood frame (5),constr type 1,0.0,0.0
1935,fertilizers & agricultural chemicals,retail reits,0.0,0.0
1936,wi,wisconsin,1.0,1.0
1937,tanzanian shilling,tanzania shilling,1.0,1.0
1938,language,languages,1.0,1.0
1939,equipment information technology,audit services,0.0,0.0
1940,haiti,iran,0.0,0.0
1941,bahrain,armenia,0.0,0.0
1942,nm,ks,0.0,0.0
1943,democratic republic of congo,egypt,0.0,0.0
1944,equals: gross domestic product,administrative and support service activities,0.0,0.0
1945,burundi,timor-leste,0.0,0.0
1946,n,n,1.0,1.0
1947,niger,chad,0.0,0.0
1948,philippines,peru,0.0,0.0
1949,litas,litas,1.0,1.0
1950,ny,nd,0.0,0.0
1951,stade du parc lescure,port elizabeth stadium,0.0,0.0
1952,deln,dbrk,0.0,0.0
1953,a1050000000uzad,a1050000000wf0p,0.0,0.0
1954,tn,tennessee,1.0,0.0
1955,oman,bangladesh,0.0,0.0
1956,sch,zon,0.0,0.0
1957,ky,kentucky,1.0,1.0
1958,pic,fri,0.0,0.0
1959,beagle cross,beagle cross,1.0,1.0
1960,stop_gained&inframe_insertion,start_lost&5_prime_utr_variant,0.0,0.0
1961,"wholesale and retail trade, transportation and storage, accommodation and food service activities","electricity, gas, steam and air conditioning supply",0.0,0.0
1962,iran (islamic rep. of),slovenia,0.0,0.0
1963,luxembourg,latvia,0.0,0.0
1964,ia,ms,0.0,0.0
1965,togo,uganda,0.0,0.0
1966,bridgeton,woodland park,0.0,0.0
1967,"human resources, training, and labor relations specialists, all other*","human resources, training, and labor relations specialists, all other",1.0,1.0
1968,angola,swaziland,0.0,0.0
1969,construction (isic f),"agriculture, hunting, forestry, fishing (isic a-b)",0.0,0.0
1970,outer richmond,lincoln park,0.0,0.0
1971,marshall islands,pakistan,0.0,0.0
1972,healy heights,w portland park,0.0,0.0
1973,total cola benefits,plan name,0.0,0.0
1974,immigration services coordinator,immigration services coordinator,1.0,1.0
1975,greece,honduras,0.0,0.0
1976,bol,guy,0.0,0.0
1977,costa rica,gmf,0.0,0.0
1978,kgz,moz,0.0,0.0
1979,y13,y12a,0.0,0.0
1980,ar,arkansas,1.0,1.0
1981,511,889,0.0,0.0
1982,apache/2.4.10,apache/2.2.15 (centos),0.0,0.0
1983,ml,4a,0.0,0.0
1984,health & wellbeing,lgbt,0.0,0.0
1985,00765-0000,00960-2300,0.0,0.0
1986,electrical systems and lighting and components and accessories and supplies,building and construction machinery and accessories,0.0,0.0
1987,fiji,madagascar,0.0,0.0
1988,georgia film critics association (gfca),alliance of women film journalists,0.0,0.0
1989,philippines,guatemala,0.0,0.0
1990,includes real estate activities (l) of isic rev. 4,includes financial intermediation services indirectly measured (fisim) of the total economy.,0.0,0.0
1991,south carolina,minnesota,0.0,0.0
1992,uganda,sierra leone,0.0,0.0
1993,w11a,x16a,0.0,0.0
1994,new zealander,japanese,0.0,0.0
1995,china,azerbaijan,0.0,0.0
1996,durham lead,durham lead,1.0,1.0
1997,montenegro,brunei,0.0,0.0
1998,commercial,1a-4,0.0,0.0
1999,cdp,town,0.0,0.0
2000,demolitions,additions alterations or repairs,0.0,0.0
2001,movements & politics,cars & motorcycles,0.0,0.0
2002,larceny,disorderly conduct,0.0,0.0
2003,beaumont-wilshr,boise,0.0,0.0
2004,wv,west virginia,1.0,0.0
2005,00683-0000,00732-7702,0.0,0.0
2006,education_health_and_social_work_other_community_social_and_personal_services,manufacturing,0.0,0.0
2007,moved,closed,0.0,0.0
2008,trinidad and tobago,slovakia,0.0,0.0
2009,emergency purchase,statement of qualifications,0.0,0.0
2010,00631-0004,00902-1227,0.0,0.0
2011,intron_variant,frameshift_variant&start_lost&start_retained_variant,0.0,0.0
2012,co,hn,0.0,0.0
2013,wi,il,0.0,0.0
2014,greece,france,0.0,0.0
2015,ct,ln,0.0,0.0
2016,sunderland,gresham - northwest gresh,0.0,0.0
2017,"american society of cinematographers, usa","hasty pudding theatricals, usa",0.0,0.0
2018,south carolina,sc,1.0,0.0
2019,imn,brn,0.0,0.0
2020,op,25,0.0,0.0
2021,united arab emirates,moldova,0.0,0.0
2022,dpo,botswana,0.0,0.0
2023,diabetes,cardiovascular disease,0.0,0.0
2024,ashb,nbrk,0.0,0.0
2025,sweden,switzerland,0.0,0.0
2026,belgium-luxembourg,french polynesia,0.0,0.0
2027,romania,rwanda,0.0,0.0
2028,egp,ghs,0.0,0.0
2029,attorney &general counsel,attorney & general counsel,1.0,1.0
2030,pb3,25,0.0,0.0
2031,norway,sint maarten (dutch part),0.0,0.0
2032,petite sirah,roussanne-viognier,0.0,0.0
2033,r1w8,y16,0.0,0.0
2034,"san francisco ca, ca 94107","san francisco, ca",1.0,1.0
2035,ky,tx,0.0,0.0
2036,dps/1.1.8,apache/2.4.25 (unix) openssl/1.0.1e-fips mod_bwlimited/1.4,0.0,0.0
2037,uganda,togo,0.0,0.0
2038,wa,washington,1.0,1.0
2039,712,w31,0.0,0.0
2040,ma,ny,0.0,0.0
2041,ardenwald,gresham - a.s.e.r.t.,0.0,0.0
2042,property,propertyau,1.0,1.0
2043,pf,mx,0.0,0.0
2044,costa rica/el salvador/guatemala/honduras/nicaragua,thailand,0.0,0.0
2045,linear mixed-effect model estimates,sum,0.0,0.0
2046,kyrgyzstan,papua new guinea,0.0,0.0
2047,elora,newark,0.0,0.0
2048,xkx,bih,0.0,0.0
2049,cn,china,1.0,0.0
2050,weapons,forgery,0.0,0.0
2051,tk,ka,0.0,0.0
2052,sri lanka,greece,0.0,0.0
2053,pennsylvania,louisiana,0.0,0.0
2054,17,zanzibar,0.0,0.0
2055,residential reits,restaurants,0.0,0.0
2056,imports_of_services,gross_capital_formation,0.0,0.0
2057,idaho,maine,0.0,0.0
2058,bermuda;isle of man,canada;united kingdom,0.0,0.0
2059,singapore,malaysia,0.0,0.0
2060,ury,gib,0.0,0.0
2061,a1050000007rzyz,a1050000002xxxt,0.0,0.0
2062,agroforestry: plantation establishment,equipment purchase,0.0,0.0
2063,"llm, llmc, paralegal","llm, llmc, paralegal",1.0,1.0
2064,x12b,y12b,0.0,0.0
2065,czech republic,sweden,0.0,0.0
2066,balance_of_payments_imports,other_depository_corporations_deposit_money_banks_reserves,0.0,0.0
2067,layer 2 up,layer 3 down,0.0,0.0
2068,balb,embr,0.0,0.0
2069,bouvier des flanders,bouvier des flandres,1.0,1.0
2070,metals and mineralsmanufacturing - other,metals and minerals; manufacturing - other,1.0,1.0
2071,"yemen, p.d. rep.","china,p.r.: mainland",0.0,0.0
2072,"9,16","7,17",0.0,0.0
2073,public_administration_and_defence_compulsory_social_security,transportation_and_storage,0.0,0.0
2074,ruché,loin de l'oeil,0.0,0.0
2075,pl,t24t25,0.0,0.0
2076,"public administration and defence, education, human health and social work activities (o+p+q)",transportation and storage (h),0.0,0.0
2077,6o,dz,0.0,0.0
2078,pinotage-merlot,sauvignon blanc-semillon,0.0,0.0
2079,"state hospitals, department of","arts council, california",0.0,0.0
2080,35,27,0.0,0.0
2081,financial_corporations_survey_banking_survey_foreign_assets,depository_corporations_survey_monetary_survey_foreign_assets,0.0,0.0
2082,2,"29,30",0.0,0.0
2083,972,990,0.0,0.0
2084,south dakota,sd,1.0,0.0
2085,gbp,cad,0.0,0.0
2086,homicide,prostitution,0.0,0.0
2087,new caledonia,canada,0.0,0.0
2088,romania,italy,0.0,0.0
2089,andorra,burkina faso,0.0,0.0
2090,congo,trinidad and tobago,0.0,0.0
2091,azerbaijan,turkey,0.0,0.0
2092,"education; health and social work; other community, social and personal services",public administration and defence; compulsory social security,0.0,0.0
2093,plancheck,reinstated,0.0,0.0
2094,fin,cyp,0.0,0.0
2095,health services,"materials, construction",0.0,0.0
2096,friuli,côtes de thongue,0.0,0.0
2097,new york state,kent,0.0,0.0
2098,canada;colombia,british virgin islands;isle of man,0.0,0.0
2099,sierra leone,puerto rico,0.0,0.0
2100,latin america and caribbean,central and eastern europe,0.0,0.0
2101,brazil,singapore,0.0,0.0
2102,00681-8139,00714-0000,0.0,0.0
2103,case manager/paralegal,case manager/paralegal,1.0,1.0
2104,sign - erect,otc alterations permit,0.0,0.0
2105,blue/black,black/blue,1.0,1.0
2106,"7,4","11,5",0.0,0.0
2107,ncon,mcar,0.0,0.0
2108,jamaica,bhutan,0.0,0.0
2109,"20,21",2,0.0,0.0
2110,rural conflict zone,chanura: general,0.0,0.0
2111,walk up,funfunfun fest 3 day pass,0.0,0.0
2112,cat (non std),dog - aged over 10 years,0.0,0.0
2113,wyoming,connecticut,0.0,0.0
2114,fire,fairy,0.0,0.0
2115,625,861,0.0,0.0
2116,204,651,0.0,0.0
2117,x03,y04,0.0,0.0
2118,agriculture,barber shop,0.0,0.0
2119,il,illinois,1.0,1.0
2120,guatemala,somalia,0.0,0.0
2121,tz,lt,0.0,0.0
2122,southeast,northeast,0.0,0.0
2123,switzerland,chile,0.0,0.0
2124,australian terrier cross,australian terrier cross,1.0,1.0
2125,white/yellow,yellow & white,1.0,1.0
2126,madison south,buckman-east,0.0,0.0
2127,luxembourg,portugal,0.0,0.0
2128,br,pq,0.0,0.0
2129,"beaverton, or 97006","beaverton, or",1.0,1.0
2130,agriculture_hunting_forestry_fishing_isic_a_b,mining_manufacturing_utilities_isic_c_e,0.0,0.0
2131,r2x3,r1z2,0.0,0.0
2132,german cooly,german coolie,1.0,1.0
2133,runaway,larceny,0.0,0.0
2134,djibouti/eritrea,chad,0.0,0.0
2135,116,952,0.0,0.0
2136,"5,5","4,3",0.0,0.0
2137,b-abbreviation,i-trivial,0.0,0.0
2138,ca,mo,0.0,0.0
2139,fort myers,roanoke,0.0,0.0
2140,fl,md,0.0,0.0
2141,5pm,cn,0.0,0.0
2142,"durham, nc 27709","durham, nc",1.0,1.0
2143,cocker spaniel cross,cocker spaniel cross,1.0,1.0
2144,mdg,mdg,1.0,1.0
2145,ko,pk,0.0,0.0
2146,x10,y10,0.0,0.0
2147,gh,il,0.0,0.0
2148,nd,north dakota,1.0,0.0
2149,write,writing,1.0,1.0
2150,white/blue,blue/white,1.0,1.0
2151,somalia,burkina faso,0.0,0.0
2152,cdn,rhfc,0.0,0.0
2153,tot4qe,oth,0.0,0.0
2154,mbe wbe,ca-sb sb wosb,0.0,0.0
2155,north carolina,massachusetts,0.0,0.0
2156,death certificate,infousa; usda,0.0,0.0
2157,zaire,czechoslovakia,0.0,0.0
2158,papua new guinea,benin,0.0,0.0
2159,stadthalle,stadsteater,1.0,0.0
2160,costa rica,british virgin islands,0.0,0.0
2161,water_supply_sewerage_waste_management_and_remediation_activities,agriculture_forestry_and_fishing,0.0,0.0
2162,honduras,liechtenstein,0.0,0.0
2163,rock,fairy,0.0,0.0
2164,malaysia,singapore,0.0,0.0
2165,argentine-italian,portuguese,0.0,0.0
2166,malta;united kingdom,latvia,0.0,0.0
2167,civc,powl,0.0,0.0
2168,layer 1 up,layer 1 down,0.0,0.0
2169,information and communication,"water supply; sewerage, waste management and remediation activities",0.0,0.0
2170,il,ok,0.0,0.0
2171,germany,kazakhstan,0.0,0.0
2172,wst,idr,0.0,0.0
2173,sierra foothills,long island,0.0,0.0
2174,honduras,montenegro,0.0,0.0
2175,agent/attorney,attorney / agent,1.0,1.0
2176,tuvalu,singapore,0.0,0.0
2177,vanuatu,ethiopia,0.0,0.0
2178,nevada,rhode island,0.0,0.0
2179,10f,04l,0.0,0.0
2180,zambia,21,0.0,0.0
2181,incomplete,appeal,0.0,0.0
2182,subpar,oth,0.0,0.0
2183,chemical processing,orphanage,0.0,0.0
2184,gtm,bra,0.0,0.0
2185,activespaces,alphacode_club,0.0,0.0
2186,education_health_and_social_work_other_community_social_and_personal_services,memorandum_item_fisim_if_distributed_to_uses,0.0,0.0
2187,it telecommunications,non-it services,0.0,0.0
2188,1a-4,commercial,0.0,0.0
2189,beige & golden,beige/gold,1.0,1.0
2190,dark,rock,0.0,0.0
2191,az,mi,0.0,0.0
2192,attorney for employer,attorney for employer,1.0,1.0
2193,syrian arab republic,ecuador,0.0,0.0
2194,inframe_insertion&splice_region_variant,start_lost,0.0,0.0
2195,it jobs,marketing jobs,0.0,0.0
2196,"richardson, tx","richardson, tx 75082",1.0,1.0
2197,dkk,sek,0.0,0.0
2198,ia,ok,0.0,0.0
2199,brunei,montenegro,0.0,0.0
2200,08/10/2010,22/07/2011,0.0,0.0
2201,b-trivial,i-systematic,0.0,0.0
2202,multi-unit residential,duplex,0.0,0.0
2203,rome,mar del plata,0.0,0.0
2204,terajoules,"metric tons,  thousand",0.0,0.0
2205,engineering and engineering trades programs,engineering and engineering trades programs,1.0,1.0
2206,layer 2 down,layer 1 up,0.0,0.0
2207,arkansas,west virginia,0.0,0.0
2208,group b,third place,0.0,0.0
2209,"6,4","10,8",0.0,0.0
2210,40,821,0.0,0.0
2211,rape,burglary,0.0,0.0
2212,ok,oklahoma,1.0,1.0
2213,bmu;hkg;gbr,vgb;cyp,0.0,0.0
2214,iowa,wisconsin,0.0,0.0
2215,subsistence agriculture,mesp,0.0,0.0
2216,prostitution,arson,0.0,0.0
2217,doberman,dobermann,1.0,1.0
2218,"income tax registers (itr), 2012","integrated household survey (ihs), 2010",0.0,0.0
2219,sub-saharan africa,europe and central asia,0.0,0.0
2220,equals: gross domestic product,forestry and logging,0.0,0.0
2221,"expenditure survey/budget survey (es/bs), 1998","living standards measurement study survey (lsms), 2010/11",0.0,0.0
2222,manta,córdoba auto de lujo,0.0,0.0
2223,british,russian,0.0,0.0
2224,accessibility,emergency,0.0,0.0
2225,liquor laws,sex offenses,0.0,0.0
2226,belarus,ukraine,0.0,0.0
2227,"6,3","6,2",0.0,0.0
2228,l05,k04,0.0,0.0
2229,lyon,lisbon,0.0,0.0
2230,ils,bzd,0.0,0.0
2231,republic of korea,democratic republic of the congo,0.0,0.0
2232,dental laboratories,new single-family housing construction (except operative builders),0.0,0.0
2233,w30,20,0.0,0.0
2234,pancakes/waffles,sandwiches,0.0,0.0
2235,barnstable county,barrow county,0.0,0.0
2236,plan covers local employees,plan covers state and local employees,0.0,0.0
2237,japan,european union,0.0,0.0
2238,"priority survey (ps), 2011/12","integrated household survey (ihs), 2009/10",0.0,0.0
2239,pv of er normal cost,interest income,0.0,0.0
2240,self-employed wihout any employee,employer in own family-operated farm or business,0.0,0.0
2241,heartland film,international emmy awards,0.0,0.0
2242,gabon,yugoslavia,0.0,0.0
2243,acs 1-year estimates,current population survey,0.0,0.0
2244,nj,new jersey,1.0,0.0
2245,durif,sauvignon blanc-semillon,0.0,0.0
2246,r3z1,r1x2,0.0,0.0
2247,530,742,0.0,0.0
2248,bachelor's,master's,0.0,0.0
2249,savoie,strathbogie ranges,0.0,0.0
2250,nv,co,0.0,0.0
2251,711,651,0.0,0.0
2252,pa,az,0.0,0.0
2253,"5,3","8,1",0.0,0.0
2254,piedmont,sellwd-moreland,0.0,0.0
2255,private_households_with_employed_persons,professional_scientific_and_technical_activities,0.0,0.0
2256,poland,french polynesia,0.0,0.0
2257,brad,bradly,1.0,1.0
2258,ca,pa,0.0,0.0
2259,neopolitan mastiff,neapolitan mastiff,1.0,1.0
2260,e_total,e_tcash,0.0,0.0
2261,maryland,oregon,0.0,0.0
2262,malawi,bulgaria,0.0,0.0
2263,vi,ii,0.0,0.0
2264,africa,other,0.0,0.0
2265,z03,w12,0.0,0.0
2266,isle of man,india,0.0,0.0
2267,i,v,0.0,0.0
2268,cat (standard),category 2,0.0,0.0
2269,steel,dragon,0.0,0.0
2270,quebec,pescara,0.0,0.0
2271,pr,puerto rico,1.0,0.0
2272,lkos - oak creek,st johns,0.0,0.0
2273,mn,minnesota,1.0,0.0
2274,public_administration_and_defence_compulsory_social_security,construction,0.0,0.0
2275,stolen property,drugs,0.0,0.0
2276,uruguayan,austrian,0.0,0.0
2277,marionettes,bass-baritone,0.0,0.0
2278,05a,16b,0.0,0.0
2279,estonia,netherlands,0.0,0.0
2280,cyprus,greece,0.0,0.0
2281,utah,texas,0.0,0.0
2282,cayman islands,albania,0.0,0.0
2283,indonesia,kiribati,0.0,0.0
2284,wcrk,lafy,0.0,0.0
2285,group 3,group 6,0.0,0.0
2286,rwanda,nigeria,0.0,0.0
2287,homicide,runaway,0.0,0.0
2288,nc,north carolina,1.0,0.0
2289,nh,ca,0.0,0.0
2290,q7level1,q28lovepython,0.0,0.0
2291,hi,co,0.0,0.0
2292,texas,illinois,0.0,0.0
2293,chile,uzbekistan,0.0,0.0
2294,vt,vermont,1.0,0.0
2295,850,570,0.0,0.0
2296,srd,ngn,0.0,0.0
2297,pk,vn,0.0,0.0
2298,wisconsin,indiana,0.0,0.0
2299,gresham - north gresham,mt tabor,0.0,0.0
2300,layer 3 down,end,0.0,0.0
2301,singapore,brazil,0.0,0.0
2302,990,130,0.0,0.0
2303,all other basic organic chemical manufacturing,packaging machinery manufacturing,0.0,0.0
2304,ethiopia,samoa,0.0,0.0
2305,liechtenstein,honduras,0.0,0.0
2306,number portability (keeping your number if you change providers),robocalls,0.0,0.0
2307,ne,mo,0.0,0.0
2308,hnd,hnd,1.0,1.0
2309,most plan members covered by social security (each participating district decides their own ss participation).,"plan a members are not covered by social security, plan b members are covered by social security",0.0,0.0
2310,tg,sn,0.0,0.0
2311,"4,5","7,9",0.0,0.0
2312,17,"6,28",0.0,0.0
2313,equals_value_added_gross_at_basic_prices,other_service_activities,0.0,0.0
2314,faroe islands,kyrgyz republic,0.0,0.0
2315,collective consumption expenditure,plus: statistical discrepancy,0.0,0.0
2316,smgbk: general,general,0.0,0.0
2317,local_09,local_04,0.0,0.0
2318,hp1,962,0.0,0.0
2319,layer 3 down,layer 1 up,0.0,0.0
2320,pre-permit (operational) / initial inspection,pre-permit (operational) / re-inspection,0.0,0.0
2321,gross fixed capital formation (including acquisitions less disposals of valuables),gross domestic product (gdp),0.0,0.0
2322,exports of goods and services,gross capital formation,0.0,0.0
2323,nepal,france,0.0,0.0
2324,maplewood,ashcreek,0.0,0.0
2325,mp,northern mariana islands,1.0,0.0
2326,svn,kwt,0.0,0.0
2327,kentucky,michigan,0.0,0.0
2328,income_otherinvestments,normcostrate_ee_est,0.0,0.0
2329,el salvador,turkmenistan,0.0,0.0
2330,"pharmaceuticals, medical products",safety studies,0.0,0.0
2331,thai,chilean,0.0,0.0
2332,sd,al,0.0,0.0
2333,shareholder,shareholder,1.0,1.0
2334,dharamsala,rajkot,0.0,0.0
2335,subfamily,subgenus,0.0,0.0
2336,local365 youth with helmet (age 13-17 riders),founding member,0.0,0.0
2337,nevada,hawaii,0.0,0.0
2338,mt,ga,0.0,0.0
2339,860,w21,0.0,0.0
2340,nv,ks,0.0,0.0
2341,founding member,local365 youth with helmet (age 13-17 riders),0.0,0.0
2342,crdrate,ageadjprev,0.0,0.0
2343,gtq,tjs,0.0,0.0
2344,benin,papua new guinea,0.0,0.0
2345,nigeria,mozambique,0.0,0.0
2346,doberman x,dobermann x,1.0,1.0
2347,layer 3 up,layer 1 down,0.0,0.0
2348,"5,14","1,9",0.0,0.0
2349,lao people's democratic republic,luxembourg,0.0,0.0
2350,austria,usa,0.0,0.0
2351,soon,ent,0.0,0.0
2352,9,singapore,0.0,0.0
2353,health jobs,leisure tourism jobs,0.0,0.0
2354,french guiana,mauritius,0.0,0.0
2355,18,1,0.0,0.0
2356,"summer school for the arts, california state","justice, department of",0.0,0.0
2357,dragon,steel,0.0,0.0
2358,mali,guinea-bissau,0.0,0.0
2359,jordan,egypt,0.0,0.0
2360,france,eritrea,0.0,0.0
2361,nigeria,"palestine, state ofa",0.0,0.0
2362,mitchell shire council,darebin city council,0.0,0.0
2363,per,tza,0.0,0.0
2364,phone,unwanted calls,0.0,0.0
2365,lso,lcn,0.0,0.0
2366,salento,jujuy,0.0,0.0
2367,partner of the firm,"partner, baird holm llp",1.0,1.0
2368,afg,lka,0.0,0.0
2369,north dakota,wyoming,0.0,0.0
2370,p02,j01,0.0,0.0
2371,end,prep,0.0,0.0
2372,e,g,0.0,0.0
2373,missouri,mo,1.0,0.0
2374,mining and oil and gas services,sports and recreational equipment and supplies and accessories,0.0,0.0
2375,kosovo,lebanon,0.0,0.0
2376,managing attorney,managing attorney,1.0,1.0
2377,ca-dvbe ca-mb ca-sb ca-sbe cdvbe dbe mbe sb sbasdb sdvosb,ca-dvbe ca-sb ca-sbe cdvbe sb sdvosb,0.0,0.0
2378,roter veltliner,viura,0.0,0.0
2379,same_name_as,intermediary_of,0.0,0.0
2380,robocalls,number portability (keeping your number if you change providers),0.0,0.0
2381,ca-mb ca-sb ca-sbe dbe mbe sb wbe,mbe wosb,0.0,0.0
2382,germany,mauritania,0.0,0.0
2383,town,cdp,0.0,0.0
2384,idx,ben,0.0,0.0
2385,hard_coal,natural_gas_including_lng,0.0,0.0
2386,ar,wy,0.0,0.0
2387,czechoslovakia,antigua and barbuda,0.0,0.0
2388,legal representative,legal representative,1.0,1.0
2389,25,"14,27",0.0,0.0
2390,922,901,0.0,0.0
2391,storage shed,social care facility,0.0,0.0
2392,final_consumption_expenditure,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,0.0,0.0
2393,netherlands,uruguay,0.0,0.0
2394,botswana,andean countries,0.0,0.0
2395,embr,nbrk,0.0,0.0
2396,841,161,0.0,0.0
2397,gresham - north central,arnold creek,0.0,0.0
2398,prkng garage/public,recreation bldg,0.0,0.0
2399,my,bn,0.0,0.0
2400,kiribati,burundi,0.0,0.0
2401,ky,kentucky,1.0,1.0
2402,homicide,drugs,0.0,0.0
2403,racine county,nueces county,0.0,0.0
2404,mh,ae,0.0,0.0
2405,kub,web,0.0,0.0
2406,pa,ny,0.0,0.0
2407,plus: statistical discrepancy,collective consumption expenditure,0.0,0.0
2408,"8,15","6,18",0.0,0.0
2409,ethiopia,iraq,0.0,0.0
2410,"milwaukee, wi","milwaukee, wi 53224",1.0,1.0
2411,hayden island,brooklyn,0.0,0.0
2412,colorado,co,1.0,1.0
2413,assistant - hr,assitant - hr,1.0,1.0
2414,pakistan,marshall islands,0.0,0.0
2415,rosedale,college grove,0.0,0.0
2416,mlbr,civc,0.0,0.0
2417,091,033,0.0,0.0
2418,district of columbia,utah,0.0,0.0
2419,"assault, simple",larceny,0.0,0.0
2420,16th,12th,0.0,0.0
2421,chandigarh,chennai,0.0,0.0
2422,phil,ftvl,0.0,0.0
2423,goose hollow,reed,0.0,0.0
2424,ms.,ms,1.0,1.0
2425,iowa,alabama,0.0,0.0
2426,in,indiana,1.0,1.0
2427,los angeles,hanover,0.0,0.0
2428,fmo,str,0.0,0.0
2429,sangiovese grosso,cabernet sauvignon-cabernet franc,0.0,0.0
2430,sudan,myanmar,0.0,0.0
2431,yemen,seychelles,0.0,0.0
2432,sd,ct,0.0,0.0
2433,church hill,alpharetta,0.0,0.0
2434,suriname,serbia,0.0,0.0
2435,united arab emirates,hungary,0.0,0.0
2436,iv,iii,0.0,0.0
2437,wv,ga,0.0,0.0
2438,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,imports_of_goods_and_services,0.0,0.0
2439,british,malaysian,0.0,0.0
2440,new hampshire,nh,1.0,0.0
2441,dz,6o,0.0,0.0
2442,md,maryland,1.0,0.0
2443,kansas,indiana,0.0,0.0
2444,z15,z14b,0.0,0.0
2445,administrator,admin.,1.0,1.0
2446,12,25,0.0,0.0
2447,lesbos,epanomi,0.0,0.0
2448,n04,m02,0.0,0.0
2449,esquire,esq.,1.0,1.0
2450,nevada,dijon,0.0,0.0
2451,w31,712,0.0,0.0
2452,stp,uzb,0.0,0.0
